Category,Text,Date,Name on file,CompanyA,CompanyB
7,"Compelled Disclosure. If Recipient becomes compelled by law, judicial or administrative process or by governmental authority to disclose any Confidential Information, Recipient will (a) first provide Discloser with prompt written notice thereof so that Discloser may seek a protective order or other remedy Discloser deems appropriate; and (b) take reasonable steps to limit disclosure of Confidential Information to the specific Confidential Information required by that process or authority.
",,Collibra,COLLIBRA INC.,"ThoughtSpot, Inc. "
6,"Warranty, Ownership, and Equitable Relief. Discloser warrants that it has the right to make the disclosures under this Agreement, and neither party makes any other warranties, express or implied. All Confidential Information is provided as-is. All Confidential Information remains the property of Discloser. Discloser does not grant any right or license to the Confidential Information under this Agreement. Upon Discloser's request, Recipient must promptly return or certify the destruction of any Confidential Information. A breach of this Agreement may cause Discloser irreparable harm for which its remedies at law would be inadequate; therefore, Discloser is entitled to seek equitable relief in addition to any other rights it may have at law. ",,Collibra,COLLIBRA INC.,"ThoughtSpot, Inc. "
1,Definition of Confidential Information. “Confidential Information” means any information disclosed by one party ( “Discloser”) to the other party (“Recipient”) which is not generally available to the public which is either marked or identified as confidential at the time of disclosure or would otherwise be understood by a reasonable person as being confidential.,,Cloud Academy,"Cloud Academy, Inc.
","ThoughtSpot, Inc. "
4,"Confidential Information does not include information that (i) is or becomes generally known to the public through no fault of or breach of this Agreement by Recipient, (ii) is rightfully known by Recipient at the time of disclosure without an obligation of confidentiality, (iii) is independently developed by Recipient without use of or reference to Discloser’s Confidential Information or (iv) Recipient rightfully obtains from a third party without restriction on use or disclosure.
",,Cloud Academy,"Cloud Academy, Inc.
","ThoughtSpot, Inc. "
2,"Nondisclosure and Nonuse Obligations. Recipient will not use any of Discloser’s Confidential Information except to the extent necessary for the purpose described below the signatures to this Agreement (the “Purpose”), or disseminate or in any way disclose any of Discloser’s Confidential Information to any person, firm or business. Furthermore, neither party may disclose the existence of any negotiations, discussions or consultations in progress between the parties to any form of public media without the prior written approval of the other party. Recipient shall treat all of Discloser’s Confidential Information with the same degree of care as Recipient accords to Recipient’s own Confidential Information, but not less than reasonable care. Recipient shall disclose Discloser’s Confidential Information only to those of Recipient’s employees, consultants and contractors who need to know such information. Recipient certifies that each such employee, consultant and contractor will have agreed, either as a condition to employment or in order to obtain Discloser’s Confidential Information, to be bound by terms and conditions substantially similar to those terms and conditions applicable to Recipient under this Agreement. Recipient shall immediately give notice to Discloser of any unauthorized use or disclosure of Discloser’s Confidential Information. Recipient shall assist Discloser in remedying any such unauthorized use or disclosure of Discloser’s Confidential Information.
",,Cloud Academy,"Cloud Academy, Inc.
","ThoughtSpot, Inc. "
4,"Exclusions from Nondisclosure and Nonuse Obligations. A disclosure by Recipient of any of Discloser’s Confidential Information (a) in response to a valid order by a court or other governmental body; (b) as otherwise required by law; or (c) necessary to establish the rights of either party under this Agreement shall not be considered to be a breach of this Agreement by such Recipient; provided, however, such Recipient shall provide prompt prior written notice thereof to such Discloser to enable Discloser to seek a protective order or otherwise prevent such disclosure.",,Cloud Academy,"Cloud Academy, Inc.
","ThoughtSpot, Inc. "
5,"Ownership and Return of Confidential Information and Other Materials. All of Discloser’s Confidential Information, and any Derivatives (defined below) thereof, whether created by such Discloser or Recipient, are the property of Discloser and no license or other rights to such Discloser’s Confidential Information or Derivatives is granted or implied hereby. For purposes of this Agreement, “Derivatives” shall mean: (a) for copyrightable or copyrighted material, any translation, abridgment, revision or other form in which an existing work may be recast, transformed or adapted; (b) for patentable or patented material, any improvement thereon; and (c) for material that is protected by trade secret, any new material derived from such existing trade secret material, including new material which may be protected under copyright, patent and/or trade secret laws. All materials (including, without limitation, documents, drawings, papers, diskettes, tapes, models, apparatus, sketches, designs and lists) furnished by Discloser to Recipient (whether or not they contain or disclose Discloser’s Confidential Information) are the property of such Discloser. ",,Cloud Academy,"Cloud Academy, Inc.
","ThoughtSpot, Inc. "
13,"Within five (5) days after any request by Discloser, Recipient shall destroy or deliver to Discloser, at Discloser’s option, (a) all such Discloser-furnished materials and (b) all materials in Recipient’s possession or control (even if not Discloser-furnished) that contain or disclose any of such Discloser’s Confidential Information. Recipient will provide Discloser a written certification of Recipient’s compliance with Recipient’s obligations under this Section.
",,Cloud Academy,"Cloud Academy, Inc.
","ThoughtSpot, Inc. "
11,"
Independent Development. Recipient may currently or in the future be developing information internally, or receiving information from other parties that may be similar to such Discloser’s Confidential Information. Accordingly, nothing in this Agreement shall be construed as a representation or inference that Recipient will not develop or have developed products or services, that, without violation of this Agreement, might compete with the products or systems contemplated by such Discloser’s Confidential Information.",,Cloud Academy,"Cloud Academy, Inc.
","ThoughtSpot, Inc. "
6,"
No Warranty. All Confidential Information is provided by Discloser “AS IS” and without any warranty, express, implied or otherwise, regarding such Confidential Information’s accuracy or performance.
",,Cloud Academy,"Cloud Academy, Inc.
","ThoughtSpot, Inc. "
10,"No Export. Recipient will obtain any licenses or approvals the U.S. government or any agency thereof requires prior to exporting, directly or indirectly, any technical data acquired from Discloser pursuant to this Agreement or any product utilizing any such data.",,Cloud Academy,"Cloud Academy, Inc.
","ThoughtSpot, Inc. "
16,"Term. This Agreement shall govern all communications between the parties that are made from the Effective Date to the date on which either party receives from the other written notice that subsequent communications shall not be so governed.  Either party may terminate the Agreement in writing, whereupon Recipient will stop all use of Discloser’s Confidential Information, provided, however, that regardless of any termination of this Agreement, Recipient’s obligations under Section 2 (Nondisclosure and Nonuse Obligations) shall continue for five (5) years following Recipient’s receipt of Discloser’s Confidential Information unless such obligations no longer apply pursuant to Section 3 (Exclusions from Nondisclosure and Nonuse Obligations)",,Cloud Academy,"Cloud Academy, Inc.
","ThoughtSpot, Inc. "
8,"Injunctive Relief. A breach by Recipient of this Agreement will cause irreparable and continuing damage to Discloser for which money damages are insufficient, and Discloser shall be entitled to injunctive relief and/or a decree for specific performance, and such other relief as may be proper (including money damages if appropriate).
",,Cloud Academy,"Cloud Academy, Inc.
","ThoughtSpot, Inc. "
14,"BACKGROUND

(A)	The Parties intend to enter into discussions relating to the Purpose which will involve the exchange of
Confidential Information between them.

(B)	Each Party wishes to ensure that the Recipient maintains the confidentiality of its Confidential Information and has agreed the following terms in connection with the disclosure and use of Confidential Information in relation to the Purpose.
",,CBL,Close Brothers Limited,ThoughtSpot EMEA Limited 
,,,,,
1,"1.        DEFINITIONS AND INTERPRETATION

1.1        The following definitions and rules of interpretation in this clause apply in this Agreement:

Business Day: a day (other than a Saturday, Sunday or public holiday) when the central clearing banks in London are open for business;

Confidential Information: all information (however recorded, preserved or disclosed) disclosed by the Disclosing Party, its Group or any person on its behalf to the Recipient and to persons on the Recipient's behalf including but not limited to:

(a)        the existence and status of the Purpose;

(b)        the existence and terms of this Agreement;

(c)     any information that would be regarded as confidential by a reasonable business person relating to:

(i)        the  business,  affairs,  customers,  clients,  suppliers,  plans,  intentions,  or  market opportunities of the Disclosing Party or of the Disclosing Party's Group; and

(ii)        the operations, processes, product information, know-how, designs, trade secrets or software of the Disclosing Party or of the Disclosing Party's Group; and

(d)    any information or analysis derived from Confidential Information; but not including any information which:

(a)     is or becomes generally available to the public other than as a result of its disclosure by (i) the Recipient or (ii) any person who obtained the Confidential Information from the Recipient, in breach of this Agreement or of any other undertaking of confidentiality addressed to the Party to whom the information relates (except that any compilation of otherwise public information in a form not publicly known shall nevertheless be treated as Confidential Information);

(b)        was available to the Recipient on a non-confidential basis prior to disclosure by the Disclosing
Party; or

(c)     was, is or becomes available to the Recipient on a non-confidential basis from a person who, to the Recipient's knowledge, is not bound by a confidentiality agreement with the Disclosing Party or otherwise prohibited from disclosing the information to the Recipient;

(d)        was lawfully in the possession of the Recipient before the information was disclosed to it by the
Disclosing Party;

Page 1 of 5

(e)        the Parties agree in writing is not confidential or may be disclosed; or

(f)        is  developed  by  or  for  the  Recipient  independently  of  the  information  disclosed  by  the
Disclosing Party.

Disclosing Party:  A Party to this Agreement who intentionally or not discloses or directly or indirectly makes available Confidential Information;

Group: In relation to a Party, its ultimate Holding Company and all subsidiaries of such Holding Company from the date of this Agreement;

Holding Company: A ""holding company"" as defined in section 1159 of the Companies Act 2006;

Purpose: Discussions relating to the potential provision of analytics software;

Recipient:   A Party to this Agreement who receives or obtains Confidential Information directly or indirectly;

Representative:    Officers, employees (including employees of the Recipient’s Group), independent contractors and professional advisers of the Recipient and any other person approved in writing by the Disclosing Party;

Subsidiary: A ""subsidiary"" as defined in section 1159 of the Companies Act 2006.

1.2        Clause and paragraph headings shall not affect the interpretation of this Agreement.

1.3       A person includes a natural person, corporate or unincorporated body (whether or not having separate legal personality) and that person's legal and personal representatives, successors and permitted assigns.

1.4       A reference to a statute or statutory provision is a reference to it as it is in force for the time being, taking account of any amendment, extension, or re-enactment, and includes any subordinate legislation for the time being in force made under it.

1.5       Any obligation in this Agreement on a person not to do something includes an obligation not to agree or allow that thing to be done.
",,CBL,Close Brothers Limited,ThoughtSpot EMEA Limited 
1,"OBLIGATIONS OF CONFIDENTIALITY

2.1       The Recipient shall keep the Disclosing Party's Confidential Information confidential and, except with the prior written consent of the Disclosing Party, shall (and shall procure that any person who has received Confidential Information on behalf of the Recipient shall):

(a)	not use or exploit the Confidential Information in any way except for the Purpose;

(b)     not disclose or make available the Confidential Information in whole or in part to any third party, except as expressly permitted by this Agreement;

(c)     not copy, reduce to writing or otherwise record the Confidential Information except as strictly necessary for the Purpose (and any such copies, reductions to writing and records shall be the property of the Disclosing Party);

(d)     not use, reproduce, transform, or store the Confidential Information in an externally accessible computer or electronic information retrieval system or transmit it in any form or by any means whatsoever outside of its usual place of business unless it is on an encrypted computer that is the property of the Recipient;

(e)     apply the same security measures and degree of care to the Confidential Information as the Recipient applies to its own confidential information, which the Recipient warrants as providing adequate protection from unauthorised disclosure, copying or use.

2.2	The  Recipient  may  only  disclose  the  Disclosing  Party's  Confidential  Information  to  those  of  its
Representatives who need to know this Confidential Information for the Purpose, provided that:

(a)     it informs these Representatives of the confidential nature of the Confidential Information before disclosure; and

Page 2 of 5

out in this Agreement.

2.3       A Party may disclose Confidential Information to the minimum extent required by law, by any governmental or other regulatory authority, or by a court or other authority of competent jurisdiction provided that, to the extent it is legally permitted to do so, it gives the other Party as much notice of this disclosure as possible and, where notice of disclosure is not prohibited and is given in accordance with this clause 2.3, it takes into account the reasonable requests of the other Party in relation to the content of this disclosure.

2.4       The Recipient shall establish and maintain adequate security measures (including any reasonable security measures proposed by the Disclosing Party from time to time) to safeguard the Confidential Information from unauthorised access or use.

2.5       None of the Parties shall make, or permit any person to make, any public announcement concerning this Agreement, the Purpose or its prospective interest in the Purpose without the prior written consent of the other Party except as required by law or any governmental or regulatory authority or by any court or other authority of competent jurisdiction. None of the Parties shall make use of another Party’s name or any information acquired through its dealings with the other Parties for publicity or marketing purposes without the prior written consent of the other Parties.",,CBL,Close Brothers Limited,ThoughtSpot EMEA Limited 
13,"RETURN OF INFORMATION

3.1	At the request of the Disclosing Party, the Recipient shall:

(a)     destroy or return to the Disclosing Party all documents and materials (together with all and any copies) containing, reflecting, incorporating, or based on the Disclosing Party's Confidential Information;

(b)     erase all the Disclosing Party's Confidential Information from its computer systems or which is stored in electronic form (to the fullest extent possible); and

(c)     certify in writing to the Disclosing Party that it has complied with the requirements of this clause, provided that a Recipient may retain documents and materials containing, reflecting, incorporating, or based on the Disclosing Party's Confidential Information to the extent required by law or any applicable governmental or regulatory authority and to the extent reasonable to permit the Recipient to keep evidence that it has performed its obligations under this Agreement.

3.2       If the Recipient develops or uses a product or a process which, in the reasonable opinion of the Disclosing Party, might have involved the use of any of the Disclosing Party's Confidential Information, the Recipient shall, at the request of the Disclosing Party, supply to the Disclosing Party information reasonably necessary to establish that the Disclosing Party's Confidential Information has not been used or disclosed.
",,CBL,Close Brothers Limited,ThoughtSpot EMEA Limited 
2,"RESERVATION OF RIGHTS AND ACKNOWLEDGEMENT

4.1       All Confidential Information shall remain the property of the Disclosing Party. Each Party reserves all rights in its Confidential Information. No rights, including, but not limited to, intellectual property rights, in respect of a Party's Confidential Information are granted to the other Party and no obligations are imposed on the Disclosing Party other than those expressly stated in this Agreement.

4.2      Except as expressly stated in this Agreement, no Party makes any express or implied warranty or representation concerning its Confidential Information, or the accuracy or completeness of the Confidential Information.

4.3      The disclosure of Confidential Information by the Disclosing Party shall not form any offer by, or representation or warranty on the part of, the Disclosing Party to enter into any further agreement.",,CBL,Close Brothers Limited,ThoughtSpot EMEA Limited 
8,"4.4       The Parties acknowledge that damages alone would not be an adequate remedy for the breach of any of the provisions of this Agreement. Accordingly, without prejudice to any other rights and remedies it may have, the Disclosing Party shall be entitled to the granting of equitable relief (including without limitation injunctive relief) concerning any threatened or actual breach of any of the provisions of this Agreement.",,CBL,Close Brothers Limited,ThoughtSpot EMEA Limited 
6,"WARRANTY AND INDEMNITY

5.1       Each Disclosing Party warrants that it has the right to disclose its Confidential Information to the Recipient and to authorise the Recipient to use such Confidential Information for the Purpose.
",,CBL,Close Brothers Limited,ThoughtSpot EMEA Limited 
16,"TERM AND TERMINATION

6.1       If either Party decides not to become, or continue to be involved in the Purpose with the other Party it shall notify the other in writing immediately. The obligations of each Party under this Agreement shall, notwithstanding any earlier termination of negotiations or discussions between the Parties in relation to the Purpose, continue for five (5) years after receipt of that Confidential Information (except for source code, which must be kept in confidence in perpetuity).an indefinite period.

6.2       Termination of this Agreement shall not affect any accrued rights or remedies to which either Party is entitled.
",,CBL,Close Brothers Limited,ThoughtSpot EMEA Limited 
1,"The terms “Discloser” and “Recipient” refer respectively to the Party disclosing or receiving a specific item of Confidential Information (as defined below). The term “Group”, in relation to any person, means such Party and each any entity directly or indirectly controlling, controlled by, or under common control with a Party. For the purposes of this definition, “control,” as applied to any entity, means the possession, directly or indirectly, of the power to direct or cause the direction of the management and policies of that entity, whether through the ownership of voting securities, by contract or otherwise. In the case of ClarusONE, each of ClarusONE’s Members, including but not limited to, McKesson Corporation and Walmart Inc., and such entity’s respective “Group” shall be considered a part of ClarusONE’s Group solely for the purpose of this Agreement.  Confidential Information.  “Confidential Information” means information relating to the Transaction (including its existence and any discussions and negotiations with regard to it), that the Discloser, the Discloser’s Group or the Discloser’s advisers make available on or after the Effective Date, in writing, in visual or machine readable form (including by any form of electronic transmission) or orally, to the Recipient, the Recipient Group or the Recipient’s advisers, and includes (whether or not marked or designated as confidential) any information that a reasonable person would consider confidential, including, but not limited to, any product features and functions, future product development, strategies, research, methodologies, techniques, documentation, models, operations, pricing information, terms and conditions of the contemplated definitive agreement, if any, specifications, programs, source or object code, flow charts, know-how and procedures contained therein, customer lists, client lists, and any information about prototype products, beta products, or any other products not commercially available such as information concerning construction, operation, or workflow. 
",,ClarusONE,CLARUSONE SOURCING SERVICES LLP,"ThoughtSpot, Inc. "
4,"Exceptions.  Confidential Information does not include information that: (a) is explicitly approved for release by the written authorisation of the Discloser; (b) was lawfully in the Recipient’s possession prior to disclosure under this Agreement (as evidenced by the Recipient’s written records or other reasonable evidence) free of any restriction as to its use or disclosure; (c) is now available or becomes publicly available without breach of this Agreement; (d) is lawfully obtained by the Recipient (as can be demonstrated by its written records or other reasonable evidence) from a third party who is not bound by any obligation of confidentiality to the Discloser in relation to such information; or (e) is independently developed (as can be demonstrated by its written records) by or for the Recipient without reference to, or use of, the Discloser’s Confidential Information. ",,ClarusONE,CLARUSONE SOURCING SERVICES LLP,"ThoughtSpot, Inc. "
2,"
Use and Disclosure.  Subject to Section 4), the Parties agree that the Recipient shall: (a) only use the Confidential Information for the sole purpose of considering, evaluating, advising on or furthering the Transaction (the “Purpose”) and shall not use it for any other purpose; (b) keep the Confidential Information secret and confidential and not disclose any of it to any person other than individuals: (i) who are directors, employees or representatives of the Recipient’s Group or directors, partners or employees of the Recipient’s advisers (together, “Representatives”), who, in the Recipient’s reasonable opinion, need to know the same for the Purpose and who, prior to disclosure, (1) are informed of the confidential nature of the Confidential Information and (2) have agreed to a duty of confidentiality to the Recipient no less restrictive than the terms of this Agreement; or (ii) to whom disclosure is permitted by Section 4); (c) be responsible for any breach of this Agreement by its Representatives; (d) protect the Discloser’s Confidential Information using the same degree of care as it uses to protect its own information of similar nature but no less than reasonable care; (e) keep the Confidential Information and any copies thereof secure and in such a way so as to prevent unauthorised access by any third party (including, for the purposes of compliance with any applicable data protection legislation, by taking appropriate security measures against actual loss or destruction of, or damage to, personal data as may be required under such legislation); (f) not make any copies of Confidential Information or reproduce it in any form except for the purpose of supplying the same to those to whom disclosure is permitted in accordance with this Agreement; (g) inform the Discloser immediately if the Recipient becomes aware that Confidential Information has been disclosed to an unauthorised third party; (h) notify the Discloser in the event that it receives a request by an individual to obtain a copy of his or her personal data held by the Discloser and the Recipient under any applicable data protection legislation and comply with the Discloser’s instructions with respect to such requests.
Subject to Section 4), neither Party shall make any disclosure nor announcement concerning, or otherwise publicise, the possibility of the Transaction taking place or any other arrangement connected in any way with the Transaction. 
Permitted Disclosure.  The provisions of Section 3) shall not restrict any disclosure required by law or by any court of competent jurisdiction, the rules and regulations of any regulatory body or stock exchange on which the Recipient’s shares or the shares of any member of the Recipient’s Group are listed or quoted, or any enquiry or investigation by any governmental, official or regulatory body which is lawfully entitled to require any such disclosure, provided that, so far as it is lawful and practical to do so prior to such disclosure, the Recipient shall promptly notify the Discloser of such requirement with a view to providing the opportunity for the Discloser to contest such disclosure or otherwise to agree the timing and content of such disclosure. In the event that the Recipient makes any disclosure pursuant to this Section 4), it shall only furnish that portion of the Confidential Information which it is legally required to make and will use its reasonable efforts to ensure that confidential treatment will be accorded to all such disclosed information.
",,ClarusONE,CLARUSONE SOURCING SERVICES LLP,"ThoughtSpot, Inc. "
13,"Return and Destruction of Confidential Information.  The Recipient shall at its expense on receipt of a written demand from the Discloser: 

return or destroy all written Confidential Information provided to the Recipient, its Group or its advisers which is in the Recipient’s, its Group’s or it advisers’ possession or under the Recipient’s, its Group’s or its advisers’ custody and control without keeping any copies thereof; 

destroy all analyses, compilations, notes, studies, memoranda or other documents prepared by the Recipient, its Group or its advisers to the extent that the same contain, reflect or derive from Confidential Information; and 

so far as it is practicable to do so, and without prejudice to the continued obligations of confidentiality in relation to such Confidential Information contained in this Agreement, expunge any Confidential Information in the Recipient’s, its Group’s or its advisers’ possession or under the Recipient’s, its Group’s or its advisers’ custody and control from any computer, word processor or other device.
",,ClarusONE,CLARUSONE SOURCING SERVICES LLP,"ThoughtSpot, Inc. "
5,"Ownership.  Subject to the provisions of any agreement(s) relating to the Transaction to be negotiated and entered into between the parties to this Agreement, the Confidential Information shall remain the property of the Discloser or the members of its Group or third parties to whom the Confidential Information belongs, as the case may be, and its disclosure shall not confer on the Recipient or any other person any rights (including any intellectual property rights) over the Confidential Information whatsoever beyond those contained in this Agreement. 
",,ClarusONE,CLARUSONE SOURCING SERVICES LLP,"ThoughtSpot, Inc. "
8,"Remedies.  Without prejudice to any other rights or remedies which any Party may have, each Party acknowledges and agrees that damages may not be an adequate remedy for any breach by any Party of the provisions of this Agreement and each Party may be entitled to seek the remedies of injunction, specific performance and other equitable relief for any threatened or actual breach of any such provision by another Party or any other relevant person and no proof of special damages nor posting of bond or other security may be necessary for the enforcement by any Party of the rights under this Agreement. 
",,ClarusONE,CLARUSONE SOURCING SERVICES LLP,"ThoughtSpot, Inc. "
16,"Term.  This Agreement shall commence on the Effective Date and expire upon completion of the Transaction, provided, however: a) in the event of the termination of discussions or negotiations relating to the Transaction, the obligations set out in this Agreement shall continue in full force and effect notwithstanding the return or destruction of Confidential Information and any copies of it until the expiry of the period ending two five years from the termination of such discussions or negotiationsRecipient’s receipt of Confidential Information (except for source code, which must be kept in confidence in perpetuity).; b) notwithstanding the foregoing Section 8)(a), if any Confidential Information is retained by the Recipient, its Group or its advisers, the obligations of confidentiality set forth herein shall survive as long as such information remains Confidential Information but not to exceed a period of three (3) years from the Effective Date. 
",,ClarusONE,CLARUSONE SOURCING SERVICES LLP,"ThoughtSpot, Inc. "
1,"1.(a)	For the purpose of this Agreement, “Confidential Information” with respect to a Party means all data and other information respecting such Party or any Affiliate (as defined below) of such Party, whether in tangible or intangible form, whenever and however disclosed (including whether disclosed in writing, electronic media, computer disk, or otherwise), including, but not limited to: (i) any business strategies, plans, financial information or projections, contracts, operations, business estimates and business performance results relating to past, present or future business activities; (ii) product information and descriptions, including plans for products or services, and customer or supplier lists and employee information; (iii) any scientific or technical information, invention, design, process, procedure, formula, improvement, technology or method; (iv) any concepts, reports, data, know-how, works-in-progress, designs, development tools, specifications, computer software, source code, object code, flow charts, databases, inventions, information and trade secrets; (v) Personal Data; and (vi) any other information that should reasonably be recognized as confidential information of the Disclosing Party.  For purposes of this Agreement, “Affiliate” means, in relation to a Party, such Party’s holding companies and the direct or indirect subsidiaries of such holding companies from time to time, and “Personal Data” in relation to a Party means any data, information and/or records of or pertaining to that Party’s or any Affiliate’s direct or indirect customers or employees, including but not limited to names, addresses, telephone numbers, account numbers, account and transaction information and any other “Nonpublic Personal Information” as defined in the Gramm-Leach-Bliley Act, 15 U.S.C. 6801 et seq. (the “GLB Act”) relating to such individuals.
",,Citizens Banks,"CITIZENS BANK, N.A.","ThoughtSpot, Inc. "
4,"(b)	Notwithstanding anything in the foregoing to the contrary, Confidential Information shall not include information which: (i) was known by the Receiving Party prior to receiving the Confidential Information from the Disclosing Party; (ii) becomes rightly known to the Receiving Party from a third-party source not known (after diligent inquiry) by the Receiving Party to be under an obligation to the Disclosing Party to maintain confidentiality; (iii) is or becomes publicly available through no fault or failure to act by the Receiving Party in breach of this Agreement; or (iv) is or has been independently developed by employees, consultants or agents of the Receiving Party without violation of the terms of this Agreement or reference or access to any Confidential Information.
",,Citizens Banks,"CITIZENS BANK, N.A.","ThoughtSpot, Inc. "
2,"Except as expressly provided below or with the other Party's prior written consent, each Party agrees: (a) that it will hold all Confidential Information of the other Party in confidence in compliance with all applicable law, (b) that it will not disclose any Confidential Information of the other Party to any third party, other than its Affiliates and its and their directors, officers, employees, agents, consultants, or representatives who have a need to know such information in connection with the Project (collectively, the “Representatives”), and its applicable regulatory authorities and auditors,  and (c) that it will not use or permit its Representatives to use any such Confidential Information for purposes other than in connection with the Project.  Each Party agrees to inform its Representatives of the confidential and valuable nature of the Confidential Information and of its obligations under this Agreement.  Each Party agrees to use reasonable controls (but in all events at least the same degree of care and controls that such Party uses to protect its own confidential and proprietary information of similar importance) to prevent the unauthorized use, disclosure or availability of Confidential Information.  In addition to the foregoing, each Party shall have appropriate policies and procedures to (w) protect the security and confidentiality of Confidential Information of the other Party disclosed hereunder, (x) protect against any anticipated threats or hazards to the security or integrity of such Confidential Information, (y) protect against unauthorized access to or use of such Confidential Information and (z) ensure the proper disposal of such Confidential Information as may be required by applicable law.  Each Party agrees to notify the other of any unauthorized access to, disclosure of or use of the other Party’s Confidential Information  as promptly as possible., but in no event no later than seventy-two (72) hours after becoming aware of such an event.
Company acknowledges that Citizens is a subsidiary of Citizens Financial Group, Inc., a publicly-traded company (“CFG”), that CFG has registered securities subject to United States securities laws, and that Citizens’ Confidential Information may include material non-public information relating to CFG.  Company further acknowledges that it is aware such laws prohibit any person with material, non-public information about a registered security from selling such securities or, subject to certain limited exceptions, from communicating such information to any other person, and Company agrees to comply, and to ensure compliance by its representatives, with applicable securities laws with respect to Confidential Information it receives from Citizens or its representatives, which might include material, non-public information concerning CFG.
As a condition of this Agreement, it is agreed that neither Party (nor their respective Representatives) without the prior written consent of the other Party will disclose to any person (other than to their respective Representatives, or as required or requested by their respective applicable regulatory authorities or auditors, or pursuant to applicable securities laws, or in accordance with Section 6 of this Agreement) the fact that discussions or negotiations are taking place concerning the Project or any other possible transaction.  Any media releases or public announcements or disclosures by either Party relating to this Agreement or the Project shall be coordinated with and approved in writing by both Parties.
Except for this Agreement, it is understood and agreed that any arrangement relating to the Project is subject to approval by the senior management of the Parties, respectively, and the negotiation, execution and delivery of a definitive agreement between the Parties containing mutually agreeable terms and conditions (a “Definitive Agreement”).  Each Party shall bear its own costs and expenses in connection with the negotiation and preparation of any Definitive Agreement.  Each Party reserves the right, in its sole discretion, to reject any and all proposals made by the other Party regarding the Project and to terminate discussions and negotiations with respect thereto at any time.  Each Party reserves the right, in its sole discretion, to negotiate and enter into an agreement with any other third Party with respect to any transaction, including one similar in nature to the Project, at any time and without prior notice to the other Party hereto.
",,Citizens Banks,"CITIZENS BANK, N.A.","ThoughtSpot, Inc. "
7,"Notwithstanding anything to the contrary set forth herein, either Party may disclose Confidential Information of the other Party if legally compelled to do so pursuant to a requirement or request of a governmental agency or pursuant to a court or administrative deposition, interrogatory, request for documents, subpoena, civil investigative demand or other similar legal process or requirement of law, or in defense of any claims or causes of action asserted against it; provided, however, that it shall (a) first promptly notify the other Party of such request or requirement, or use in defense of a claim, (b) attempt to obtain the other Party's written consent to such disclosure, and (c) in the event consent is not given,  agree to permit a motion to quash, or other similar procedural step, to seek protection against the production or publication of information; provided that a Party shall not be required to act in accordance with (a), (b) or (c) above if (i) to do so would be prohibited by statute, rule or court order or (ii) if the disclosure is made to a supervisory staff of a bank examiner, regulatory examiner or self-regulatory examiner in the course of such staff’s examination or inspection or other supervisory activity.  In making any disclosure under such legal process or requirement of law, the Parties agree to use reasonable efforts to preserve the confidential nature of such Confidential Information and to cooperate with the other Party in an effort to reasonably limit the nature and scope of any required disclosure of Confidential Information.  Nothing herein shall require either Company or Citizens to fail to honor a subpoena, court or administrative order, or a similar requirement or request on a timely basis.",,Citizens Banks,"CITIZENS BANK, N.A.","ThoughtSpot, Inc. "
13,"In the event that discussions between the Parties are terminated for any reason, or no reason, upon the written notice of a Party, each Party agrees promptly to return to the other Party all copies of Confidential Information of the other Party, without retaining any copies thereof, and to destroy all copies of any analyses, compilations, studies or other documents prepared by it or for its use containing or reflecting any Confidential Information of the other Party; provided, however, that each of Company and Citizens may retain such limited media and materials containing Confidential Information of the other Party hereto for customary archival and audit purposes (including with respect to regulatory compliance) only for reference with respect to the prior dealings between the Parties, and subject to the terms of this Agreement.
",,Citizens Banks,"CITIZENS BANK, N.A.","ThoughtSpot, Inc. "
8,"Inasmuch as the Parties agree that any breach of this Agreement may result in immediate and irreparable injury to the non-breaching Party, it is recognized and agreed that each Party shall be entitled, upon demonstration of the likelihood of breach of this Agreement by the other Party, to seek equitable relief, including injunctive relief and specific performance, without necessity of posting bond, in addition to all other remedies available at law.
",,Citizens Banks,"CITIZENS BANK, N.A.","ThoughtSpot, Inc. "
5,"Nothing contained in this Agreement shall be construed as granting to or conferring on one Party any rights by license or otherwise in any Confidential Information disclosed to such Party by the other Party hereto.  Nothing contained in this Agreement and no disclosure of Confidential Information hereunder by a Party shall be construed as granting to or conferring on the Receiving Party hereto any rights, by license or otherwise, for any invention, discovery or improvement made, conceived or acquired by the Disclosing Party prior to or after the date hereof.  No patent application that may hereafter be made, and no claim to any trade secret or other protection, shall be prejudiced by any disclosure made hereunder.  Each of Company and Citizens expressly agrees that all Confidential Information disclosed to it by the other Party hereto shall remain the exclusive property of the Disclosing Party or of the third party from whom the Disclosing Party has obtained the right to disclose the Confidential Information.
",,Citizens Banks,"CITIZENS BANK, N.A.","ThoughtSpot, Inc. "
16,"The term of this Agreement shall continue for a period of three (3) years from the date of execution of this Agreement.  However, the obligations of the Parties under Section 2 hereof, including the obligation not to disclose and to only use the Confidential Information for the limited purposes for which it was provided, shall survive the termination or expiration of this Agreement.",,Citizens Banks,"CITIZENS BANK, N.A.","ThoughtSpot, Inc. "
